song_slug,era_label,n,pct_ge_10,pct_ge_15,pct_ge_20,median_duration,median_position
come-together,1.0 (1983–2000),2.0,0.0,0.0,0.0,369.08425,12.0
come-together,3.0 (2009–2020),1.0,1.0,0.0,0.0,614.296,14.0
communication-breakdown,1.0 (1983–2000),7.0,0.0,0.0,0.0,258.351,14.0
contact,1.0 (1983–2000),150.0,0.03333333333333333,0.006666666666666667,0.006666666666666667,396.513,19.0
contact,2.0 (2003–2004),5.0,0.0,0.0,0.0,445.544,14.0
contact,3.0 (2009–2020),18.0,0.05555555555555555,0.05555555555555555,0.0,407.275,20.0
contact,4.0 (2021–present),3.0,0.0,0.0,0.0,417.228,20.0
cool-amber-and-mercury,3.0 (2009–2020),5.0,0.0,0.0,0.0,435.552,15.0
cool-amber-and-mercury,4.0 (2021–present),3.0,0.0,0.0,0.0,455.016,4.0
cool-it-down,1.0 (1983–2000),2.0,0.5,0.0,0.0,527.6085,16.5
cool-it-down,2.0 (2003–2004),1.0,0.0,0.0,0.0,514.194,4.0
cool-it-down,3.0 (2009–2020),6.0,0.0,0.0,0.0,404.3885,7.5
cool-it-down,4.0 (2021–present),3.0,0.0,0.0,0.0,389.04,6.0
cool-jerk,2.0 (2003–2004),1.0,0.0,0.0,0.0,565.656,20.0
corinna,1.0 (1983–2000),20.0,0.05,0.0,0.0,291.29150000000004,14.5
corinna,2.0 (2003–2004),1.0,0.0,0.0,0.0,363.546,2.0
corinna,3.0 (2009–2020),8.0,0.0,0.0,0.0,322.176,8.5
corinna,4.0 (2021–present),2.0,0.0,0.0,0.0,327.70799999999997,4.0
corona,3.0 (2009–2020),1.0,0.0,0.0,0.0,374.7,11.0
costume-contest,1.0 (1983–2000),3.0,0.3333333333333333,0.3333333333333333,0.0,444.578,13.0
cracklin-rosie,1.0 (1983–2000),50.0,0.08,0.0,0.0,187.011,21.0
cracklin-rosie,3.0 (2009–2020),1.0,0.0,0.0,0.0,182.126,10.0
cracklin-rosie,4.0 (2021–present),1.0,0.0,0.0,0.0,192.576,16.0
crazy-sometimes,3.0 (2009–2020),8.0,0.125,0.0,0.0,450.6775,7.5
crazy-sometimes,4.0 (2021–present),1.0,0.0,0.0,0.0,423.915,7.0
crimes-of-the-mind,1.0 (1983–2000),5.0,0.0,0.0,0.0,365.427,21.0
crimes-of-the-mind,2.0 (2003–2004),1.0,0.0,0.0,0.0,432.379,19.0
crimes-of-the-mind,3.0 (2009–2020),2.0,0.0,0.0,0.0,411.8075,15.0
crosseyed-and-painless,1.0 (1983–2000),8.0,0.75,0.25,0.25,827.755,9.5
crosseyed-and-painless,2.0 (2003–2004),2.0,1.0,1.0,0.5,1252.349,10.0
crosseyed-and-painless,3.0 (2009–2020),43.0,0.7906976744186046,0.23255813953488372,0.023255813953488372,705.802,13.0
crosseyed-and-painless,4.0 (2021–present),19.0,0.6842105263157895,0.15789473684210525,0.0,812.496,13.0
crossroads,1.0 (1983–2000),9.0,0.1111111111111111,0.0,0.0,293.59,15.0
crowd-control,2.0 (2003–2004),4.0,0.25,0.0,0.0,272.0395,12.0
crowd-control,3.0 (2009–2020),16.0,0.0,0.0,0.0,285.90999999999997,1.0
crowd-control,4.0 (2021–present),3.0,0.0,0.0,0.0,277.525,1.0
cry-baby-cry,1.0 (1983–2000),4.0,0.0,0.0,0.0,267.533,9.0
cry-baby-cry,3.0 (2009–2020),1.0,0.0,0.0,0.0,199.784,7.0
cryin,1.0 (1983–2000),1.0,0.0,0.0,0.0,284.891,16.0
cut-my-hair,1.0 (1983–2000),1.0,0.0,0.0,0.0,230.034,13.0
dahlia,1.0 (1983–2000),1.0,0.0,0.0,0.0,347.298,25.0
daniel-saw-the-stone,1.0 (1983–2000),15.0,0.0,0.0,0.0,215.641,21.0
daniel-saw-the-stone,2.0 (2003–2004),2.0,0.0,0.0,0.0,214.57,1.0
daniel-saw-the-stone,3.0 (2009–2020),6.0,0.0,0.0,0.0,198.09949999999998,2.5
daniel-saw-the-stone,4.0 (2021–present),1.0,0.0,0.0,0.0,226.032,6.0
dave-s-energy-guide,1.0 (1983–2000),23.0,0.043478260869565216,0.0,0.0,274.495,11.0
david-bowie,1.0 (1983–2000),380.0,0.8342105263157895,0.25,0.04473684210526316,743.8499999999999,12.0
david-bowie,2.0 (2003–2004),17.0,0.9411764705882353,0.35294117647058826,0.058823529411764705,798.093,11.0
david-bowie,3.0 (2009–2020),84.0,0.8690476190476191,0.023809523809523808,0.0,694.4780000000001,12.0
david-bowie,4.0 (2021–present),25.0,0.76,0.0,0.0,647.76,10.0
david-bowie,Other/Hiatus,1.0,1.0,0.0,0.0,733.727,8.0
day-or-night,3.0 (2009–2020),1.0,0.0,0.0,0.0,342.909,16.0
day-tripper,4.0 (2021–present),1.0,0.0,0.0,0.0,509.38800000000003,5.0
dazed-and-confused,1.0 (1983–2000),1.0,0.0,0.0,0.0,365.714,8.0
dear-mrs-reagan,1.0 (1983–2000),13.0,0.0,0.0,0.0,285.022,14.0
dear-prudence,1.0 (1983–2000),1.0,0.0,0.0,0.0,130.09,14.0
dear-prudence,3.0 (2009–2020),2.0,0.0,0.0,0.0,266.7995,13.5
death-don-t-hurt-very-long,3.0 (2009–2020),9.0,0.0,0.0,0.0,375.06600000000003,14.0
death-don-t-hurt-very-long,4.0 (2021–present),4.0,0.0,0.0,0.0,326.831,14.5
dec-1661,1.0 (1983–2000),1.0,0.0,0.0,0.0,357.642,13.0
dem-bones,3.0 (2009–2020),3.0,0.0,0.0,0.0,157.257,19.0
demand,1.0 (1983–2000),14.0,0.07142857142857142,0.0,0.0,113.6455,7.5
demand,3.0 (2009–2020),2.0,0.0,0.0,0.0,122.8015,5.5
destiny-unbound,1.0 (1983–2000),29.0,0.0,0.0,0.0,359.889,16.0
destiny-unbound,2.0 (2003–2004),1.0,0.0,0.0,0.0,440.947,2.0
destiny-unbound,3.0 (2009–2020),18.0,0.0,0.0,0.0,410.501,6.5
destiny-unbound,4.0 (2021–present),8.0,0.0,0.0,0.0,461.46,5.5
devil-with-a-blue-dress-on-jam,3.0 (2009–2020),1.0,0.0,0.0,0.0,447.4515,9.0
devotion-to-a-dream,3.0 (2009–2020),20.0,0.05,0.0,0.0,399.02049999999997,6.5
devotion-to-a-dream,4.0 (2021–present),2.0,0.0,0.0,0.0,418.08000000000004,4.0
diamond-girl,1.0 (1983–2000),1.0,0.0,0.0,0.0,399.83,29.0
digital-delay-loop-jam,1.0 (1983–2000),10.0,0.6,0.1,0.1,607.869,15.5
dinner-and-a-movie,1.0 (1983–2000),139.0,0.02158273381294964,0.007194244604316547,0.0,220.16,9.0
dinner-and-a-movie,2.0 (2003–2004),1.0,0.0,0.0,0.0,240.797,2.0
dinner-and-a-movie,3.0 (2009–2020),8.0,0.0,0.0,0.0,239.17700000000002,2.0
dinner-and-a-movie,4.0 (2021–present),2.0,0.0,0.0,0.0,232.576,2.5
dirt,1.0 (1983–2000),47.0,0.06382978723404255,0.02127659574468085,0.0,272.039,6.0
dirt,2.0 (2003–2004),5.0,0.0,0.0,0.0,300.147,4.0
dirt,3.0 (2009–2020),22.0,0.0,0.0,0.0,275.879,14.0
dirt,4.0 (2021–present),7.0,0.14285714285714285,0.14285714285714285,0.0,275.148,7.0
discern,2.0 (2003–2004),4.0,0.75,0.0,0.0,621.9884999999999,10.0
divided-sky,1.0 (1983–2000),339.0,0.8466076696165191,0.14749262536873156,0.0,792.816,6.0
divided-sky,2.0 (2003–2004),12.0,1.0,0.8333333333333334,0.0,961.6065000000001,6.0
divided-sky,3.0 (2009–2020),70.0,0.9285714285714286,0.6285714285714286,0.0,933.6814999999999,5.0
divided-sky,4.0 (2021–present),21.0,0.9047619047619048,0.23809523809523808,0.0,855.144,5.0
divided-sky,Other/Hiatus,1.0,1.0,1.0,0.0,1054.955,10.0
dixie-cannonball,3.0 (2009–2020),1.0,0.0,0.0,0.0,158.746,4.0
dixie-chicken,3.0 (2009–2020),1.0,0.0,0.0,0.0,536.189,19.0
doctor-jimmy,1.0 (1983–2000),1.0,0.0,0.0,0.0,513.829,24.0
dog-faced-boy,1.0 (1983–2000),44.0,0.0,0.0,0.0,147.4615,8.0
dog-faced-boy,2.0 (2003–2004),2.0,0.0,0.0,0.0,174.054,9.0
dog-faced-boy,3.0 (2009–2020),8.0,0.0,0.0,0.0,155.115,9.5
dog-faced-boy,4.0 (2021–present),1.0,0.0,0.0,0.0,143.673,10.0
dog-log,1.0 (1983–2000),25.0,0.04,0.0,0.0,277.0415,9.0
dog-log,2.0 (2003–2004),1.0,0.0,0.0,0.0,250.279,25.0
dog-log,3.0 (2009–2020),2.0,0.0,0.0,0.0,298.79525,3.0
dog-log,4.0 (2021–present),2.0,0.0,0.0,0.0,261.50874999999996,2.0
dogs-stole-things,1.0 (1983–2000),33.0,0.0,0.0,0.0,271.83,4.0
dogs-stole-things,2.0 (2003–2004),2.0,0.0,0.0,0.0,307.278,7.0
dogs-stole-things,3.0 (2009–2020),5.0,0.0,0.0,0.0,316.552,3.0
dogs-stole-things,4.0 (2021–present),4.0,0.0,0.0,0.0,267.7335,4.0
doin-my-time,1.0 (1983–2000),2.0,0.0,0.0,0.0,395.115,8.0
don-t-bogart-that-joint,3.0 (2009–2020),2.0,0.0,0.0,0.0,131.422,12.0
don-t-doubt-me,4.0 (2021–present),5.0,0.4,0.0,0.0,554.841,13.0
don-t-get-me-wrong,1.0 (1983–2000),3.0,0.3333333333333333,0.0,0.0,431.595,16.0
don-t-pass-me-by,1.0 (1983–2000),1.0,0.0,0.0,0.0,146.184,26.0
don-t-want-you-no-more,1.0 (1983–2000),2.0,0.0,0.0,0.0,374.909,8.0
don-t-you-want-to-go,1.0 (1983–2000),6.0,0.0,0.0,0.0,368.091,1.5
donna-lee,1.0 (1983–2000),28.0,0.0,0.0,0.0,277.9165,9.0
dooley,1.0 (1983–2000),2.0,0.0,0.0,0.0,183.5815,6.0
down-by-the-river,1.0 (1983–2000),1.0,1.0,1.0,0.0,1144.398,6.0
down-home-dirty-blues,1.0 (1983–2000),1.0,0.0,0.0,0.0,446.537,7.0
down-with-disease,1.0 (1983–2000),155.0,0.4838709677419355,0.24516129032258063,0.0967741935483871,583.158,9.0
down-with-disease,2.0 (2003–2004),19.0,0.8421052631578947,0.5789473684210527,0.15789473684210525,979.392,11.0
down-with-disease,3.0 (2009–2020),119.0,0.773109243697479,0.3697478991596639,0.08403361344537816,814.289,12.0
down-with-disease,4.0 (2021–present),44.0,0.7727272727272727,0.5,0.18181818181818182,901.6175000000001,11.0
dr-gabel,3.0 (2009–2020),1.0,0.0,0.0,0.0,430.315,8.0
drift-while-you-re-sleeping,3.0 (2009–2020),9.0,1.0,0.1111111111111111,0.0,773.88,12.0
drift-while-you-re-sleeping,4.0 (2021–present),22.0,0.8636363636363636,0.0,0.0,716.45,10.5
drifting,2.0 (2003–2004),1.0,0.0,0.0,0.0,556.251,4.0
drive-in-jam,3.0 (2009–2020),1.0,1.0,1.0,1.0,1344.880319999996,32.0
driver,1.0 (1983–2000),21.0,0.0,0.0,0.0,235.546,8.0
driver,2.0 (2003–2004),2.0,0.0,0.0,0.0,224.9665,5.0
driver,3.0 (2009–2020),14.0,0.0,0.0,0.0,238.42000000000002,8.0
driver,4.0 (2021–present),4.0,0.0,0.0,0.0,224.44799999999998,5.5
drowned,1.0 (1983–2000),20.0,0.85,0.45,0.15,872.059,10.0
drowned,2.0 (2003–2004),4.0,1.0,0.5,0.5,1120.9925,11.0
drowned,3.0 (2009–2020),22.0,0.8636363636363636,0.18181818181818182,0.045454545454545456,734.145,12.0
drowned,4.0 (2021–present),2.0,0.5,0.5,0.0,734.2125,11.0
drums,1.0 (1983–2000),9.0,0.1111111111111111,0.1111111111111111,0.0,366.0,11.0
drums,2.0 (2003–2004),1.0,0.0,0.0,0.0,334.446,17.0
drums,3.0 (2009–2020),1.0,0.0,0.0,0.0,147.461,16.0
dust-in-the-wind,2.0 (2003–2004),1.0,0.0,0.0,0.0,112.718,8.0
earache-my-eye,1.0 (1983–2000),1.0,0.0,0.0,0.0,516.258,13.0
easy-to-slip,3.0 (2009–2020),1.0,0.0,0.0,0.0,523.363,12.0
eclipse,1.0 (1983–2000),1.0,0.0,0.0,0.0,381.1,23.0
egg-in-a-hole,4.0 (2021–present),5.0,0.0,0.0,0.0,296.976,10.0
el-paso,1.0 (1983–2000),1.0,0.0,0.0,0.0,415.112,18.0
eliza,1.0 (1983–2000),22.0,0.045454545454545456,0.0,0.0,92.591,12.0
emotional-rescue,1.0 (1983–2000),4.0,0.75,0.5,0.0,921.221,1.0
emotional-rescue,3.0 (2009–2020),2.0,0.0,0.0,0.0,331.69050000000004,8.5
end-of-session,3.0 (2009–2020),1.0,0.0,0.0,0.0,220.968,10.0
end-of-session,4.0 (2021–present),1.0,0.0,0.0,0.0,220.968,8.0
energy,3.0 (2009–2020),7.0,0.42857142857142855,0.0,0.0,596.184,13.0
energy,4.0 (2021–present),3.0,1.0,0.0,0.0,765.12,4.0
esther,1.0 (1983–2000),118.0,0.06779661016949153,0.0,0.0,547.1345,7.0
esther,3.0 (2009–2020),9.0,0.3333333333333333,0.0,0.0,583.68,7.0
esther,4.0 (2021–present),9.0,0.1111111111111111,0.0,0.0,562.913,8.0
ether-edge,4.0 (2021–present),12.0,0.5833333333333334,0.25,0.08333333333333333,740.328,10.0
evening-song,3.0 (2009–2020),2.0,0.0,0.0,0.0,223.5035,2.0
evening-song,4.0 (2021–present),3.0,0.0,0.0,0.0,279.744,1.0
everybody-s-got-something-to-hide-except-me-and-my-monkey,1.0 (1983–2000),2.0,0.0,0.0,0.0,327.6405,17.0
everyday-i-have-the-blues,2.0 (2003–2004),1.0,1.0,1.0,1.0,1403.977,5.0
everything-in-its-right-place,3.0 (2009–2020),1.0,0.0,0.0,0.0,595.67,13.0
everything-is-hollow,3.0 (2009–2020),3.0,0.0,0.0,0.0,357.303,6.0
everything-is-hollow,4.0 (2021–present),1.0,0.0,0.0,0.0,310.57,1.0
everything-s-right,3.0 (2009–2020),25.0,0.84,0.24,0.0,782.446,9.0
everything-s-right,4.0 (2021–present),44.0,0.8409090909090909,0.4318181818181818,0.11363636363636363,821.462,12.0
evolve,4.0 (2021–present),28.0,0.03571428571428571,0.0,0.0,409.092,6.0
eyes-of-the-world,1.0 (1983–2000),3.0,1.0,0.6666666666666666,0.0,952.32,12.0
faht,1.0 (1983–2000),12.0,0.25,0.16666666666666666,0.0,248.35899999999998,17.5
family-picture,1.0 (1983–2000),2.0,0.0,0.0,0.0,251.716,13.0
farmhouse,1.0 (1983–2000),40.0,0.05,0.0,0.0,360.32000000000005,3.0
farmhouse,2.0 (2003–2004),2.0,0.0,0.0,0.0,428.25149999999996,18.5
farmhouse,3.0 (2009–2020),38.0,0.02631578947368421,0.0,0.0,359.9155,12.5
farmhouse,4.0 (2021–present),13.0,0.0,0.0,0.0,376.416,14.0
fast-enough-for-you,1.0 (1983–2000),58.0,0.06896551724137931,0.017241379310344827,0.0,396.186,7.0
fast-enough-for-you,2.0 (2003–2004),6.0,0.0,0.0,0.0,436.637,9.0
fast-enough-for-you,3.0 (2009–2020),12.0,0.0,0.0,0.0,435.5655,9.0
fast-enough-for-you,4.0 (2021–present),3.0,0.0,0.0,0.0,392.352,5.0
fat-man-in-the-bathtub,3.0 (2009–2020),2.0,0.0,0.0,0.0,305.97249999999997,10.5
fat-man-in-the-bathtub,4.0 (2021–present),1.0,0.0,0.0,0.0,283.752,1.0
feats-don-t-fail-me-now,3.0 (2009–2020),1.0,0.0,0.0,0.0,420.023,26.0
fee,1.0 (1983–2000),264.0,0.06060606060606061,0.015151515151515152,0.007575757575757576,326.687,9.0
fee,2.0 (2003–2004),2.0,0.5,0.0,0.0,562.1685,5.0
fee,3.0 (2009–2020),16.0,0.0625,0.0,0.0,394.7885,13.0
fee,4.0 (2021–present),6.0,0.0,0.0,0.0,331.3315,18.0
feel-the-heat,2.0 (2003–2004),1.0,0.0,0.0,0.0,145.44,23.0
fikus,1.0 (1983–2000),5.0,0.2,0.0,0.0,179.853,6.0
fikus,4.0 (2021–present),1.0,0.0,0.0,0.0,240.12,4.0
final-flight,2.0 (2003–2004),1.0,0.0,0.0,0.0,266.24,7.0
fire,1.0 (1983–2000),121.0,0.008264462809917356,0.008264462809917356,0.0,287.36,20.0
fire,2.0 (2003–2004),3.0,0.0,0.0,0.0,433.972,15.0
fire,3.0 (2009–2020),12.0,0.08333333333333333,0.0,0.0,283.91200000000003,21.5
fire,4.0 (2021–present),2.0,0.0,0.0,0.0,311.02700000000004,20.0
fire-on-the-mountain,1.0 (1983–2000),2.0,0.0,0.0,0.0,518.0735,9.0
fire-up-the-ganja,1.0 (1983–2000),1.0,1.0,1.0,0.0,916.088,3.0
first-tube,1.0 (1983–2000),38.0,0.02631578947368421,0.0,0.0,480.52250000000004,3.0
first-tube,2.0 (2003–2004),4.0,0.25,0.0,0.0,492.4525,12.0
first-tube,3.0 (2009–2020),62.0,0.11290322580645161,0.0,0.0,488.895,20.0
first-tube,4.0 (2021–present),38.0,0.10526315789473684,0.02631578947368421,0.0,449.2015,17.0
five-years,3.0 (2009–2020),1.0,0.0,0.0,0.0,289.855,13.0
five-years,4.0 (2021–present),1.0,0.0,0.0,0.0,332.147,9.0
fixin-to-die,1.0 (1983–2000),2.0,0.0,0.0,0.0,361.613,22.0
flat-fee,1.0 (1983–2000),21.0,0.047619047619047616,0.0,0.0,179.8665,10.0
flatbed-truck-jam,1.0 (1983–2000),1.0,1.0,0.0,0.0,819.043,30.0
fluff-s-travels,1.0 (1983–2000),1.0,0.0,0.0,0.0,364.931,1.0
fluffhead,1.0 (1983–2000),202.0,0.7970297029702971,0.18811881188118812,0.01485148514851485,859.2584999999999,9.5
fluffhead,3.0 (2009–2020),60.0,0.9333333333333333,0.38333333333333336,0.0,891.3895,14.5
fluffhead,4.0 (2021–present),28.0,0.8571428571428571,0.7142857142857143,0.10714285714285714,948.672,10.0
fly-famous-mockingbird,1.0 (1983–2000),131.0,0.06870229007633588,0.015267175572519083,0.0,382.041,8.0
fly-famous-mockingbird,3.0 (2009–2020),8.0,0.125,0.0,0.0,453.943,5.0
fly-famous-mockingbird,4.0 (2021–present),2.0,0.0,0.0,0.0,397.7795,12.5
fly-like-an-eagle,3.0 (2009–2020),1.0,0.0,0.0,0.0,318.851,26.0
foam,1.0 (1983–2000),320.0,0.10625,0.00625,0.0,506.331,3.0
foam,2.0 (2003–2004),3.0,1.0,0.0,0.0,663.798,3.0
foam,3.0 (2009–2020),22.0,0.045454545454545456,0.0,0.0,518.1385,4.0
foam,4.0 (2021–present),10.0,0.1,0.0,0.0,481.344,6.0
foggy-mountain-breakdown,1.0 (1983–2000),1.0,0.0,0.0,0.0,419.239,10.0
fooled-around-and-fell-in-love,2.0 (2003–2004),1.0,0.0,0.0,0.0,253.048,17.0
foreplay-long-time,1.0 (1983–2000),17.0,0.17647058823529413,0.0,0.0,431.282,20.0
four,1.0 (1983–2000),1.0,0.0,0.0,0.0,364.931,5.0
four-strong-winds,1.0 (1983–2000),1.0,0.0,0.0,0.0,267.546,11.0
frankenstein,1.0 (1983–2000),67.0,0.029850746268656716,0.014925373134328358,0.0,299.363,15.0
frankenstein,2.0 (2003–2004),11.0,0.0,0.0,0.0,308.76,15.0
frankenstein,3.0 (2009–2020),14.0,0.0,0.0,0.0,327.928,21.0
frankenstein,4.0 (2021–present),2.0,0.0,0.0,0.0,320.472,20.0
frankie-says,1.0 (1983–2000),19.0,0.05263157894736842,0.0,0.0,364.591,8.0
frankie-says,2.0 (2003–2004),5.0,0.4,0.0,0.0,358.922,7.0
frankie-says,3.0 (2009–2020),5.0,0.0,0.0,0.0,328.725,14.0
frankie-says,4.0 (2021–present),3.0,0.3333333333333333,0.3333333333333333,0.0,355.082,12.0
free,1.0 (1983–2000),85.0,0.35294117647058826,0.07058823529411765,0.023529411764705882,550.243,10.0
free,2.0 (2003–2004),12.0,0.5,0.0,0.0,614.792,11.0
free,3.0 (2009–2020),98.0,0.08163265306122448,0.02040816326530612,0.0,457.169,9.0
free,4.0 (2021–present),43.0,0.16279069767441862,0.046511627906976744,0.023255813953488372,525.767,4.0
free-bird,1.0 (1983–2000),27.0,0.037037037037037035,0.0,0.0,268.225,21.0
free-bird,3.0 (2009–2020),1.0,0.0,0.0,0.0,277.891,23.0
free-man-in-paris,3.0 (2009–2020),1.0,0.0,0.0,0.0,255.321,7.0
freeworld,1.0 (1983–2000),1.0,0.0,0.0,0.0,219.037,12.0
friday,2.0 (2003–2004),12.0,0.08333333333333333,0.0,0.0,492.2645,14.5
friday,3.0 (2009–2020),1.0,0.0,0.0,0.0,418.403,19.0
friend,3.0 (2009–2020),1.0,0.0,0.0,0.0,424.15,7.0
friends,3.0 (2009–2020),2.0,0.0,0.0,0.0,290.35450000000003,8.5
frost,3.0 (2009–2020),6.0,0.0,0.0,0.0,333.49199999999996,7.0
fuck-your-face,1.0 (1983–2000),1.0,0.0,0.0,0.0,204.96,33.0
fuck-your-face,3.0 (2009–2020),16.0,0.0,0.0,0.0,153.91199999999998,8.0
fuck-your-face,4.0 (2021–present),4.0,0.0,0.0,0.0,129.756,19.0
fuego,3.0 (2009–2020),67.0,0.6865671641791045,0.14925373134328357,0.0,658.051,14.0
fuego,4.0 (2021–present),30.0,0.9,0.3333333333333333,0.1,803.136,12.0
funky-bitch,1.0 (1983–2000),147.0,0.04081632653061224,0.02040816326530612,0.0,388.663,8.0
funky-bitch,2.0 (2003–2004),2.0,0.0,0.0,0.0,379.115,4.0
funky-bitch,3.0 (2009–2020),71.0,0.028169014084507043,0.028169014084507043,0.0,393.927,5.0
funky-bitch,4.0 (2021–present),17.0,0.058823529411764705,0.058823529411764705,0.0,403.069,6.0
funky-breakdown,1.0 (1983–2000),1.0,1.0,0.0,0.0,809.456,21.0
further-on-up-the-road,1.0 (1983–2000),1.0,0.0,0.0,0.0,501.198,1.0
garden-party,3.0 (2009–2020),1.0,0.0,0.0,0.0,237.244,1.0
gaul-swerves-and-the-rest-is-everything-else,1.0 (1983–2000),1.0,0.0,0.0,0.0,273.058,24.0
get-more-down,4.0 (2021–present),1.0,1.0,0.0,0.0,609.097,9.0
gettin-jiggy-wit-it,1.0 (1983–2000),1.0,1.0,0.0,0.0,768.34,20.0
ghost,1.0 (1983–2000),69.0,0.8260869565217391,0.5652173913043478,0.14492753623188406,944.771,10.0
ghost,2.0 (2003–2004),12.0,1.0,0.75,0.16666666666666666,1008.183,11.0
ghost,3.0 (2009–2020),103.0,0.7475728155339806,0.1941747572815534,0.02912621359223301,700.029,14.0
ghost,4.0 (2021–present),50.0,0.68,0.18,0.04,734.796,10.0
ghosts-of-the-forest,3.0 (2009–2020),1.0,0.0,0.0,0.0,322.488,15.0
ginseng-sullivan,1.0 (1983–2000),69.0,0.0,0.0,0.0,226.952,7.0
ginseng-sullivan,2.0 (2003–2004),2.0,0.0,0.0,0.0,205.329,4.0
ginseng-sullivan,3.0 (2009–2020),13.0,0.0,0.0,0.0,199.184,7.0
ginseng-sullivan,4.0 (2021–present),2.0,0.5,0.0,0.0,445.056,14.5
girls-girls-girls,2.0 (2003–2004),1.0,0.0,0.0,0.0,395.304,17.0
glass-onion,1.0 (1983–2000),1.0,0.0,0.0,0.0,164.415,15.0
glide,1.0 (1983–2000),108.0,0.046296296296296294,0.0,0.0,273.006,10.0
glide,2.0 (2003–2004),2.0,0.0,0.0,0.0,261.4075,8.5
glide,3.0 (2009–2020),7.0,0.0,0.0,0.0,285.78,5.0
glide,4.0 (2021–present),1.0,0.0,0.0,0.0,266.762,1.0
glide-ii,1.0 (1983–2000),2.0,0.0,0.0,0.0,213.942,10.0
glide-ii,3.0 (2009–2020),1.0,0.0,0.0,0.0,244.032,5.0
gloria,1.0 (1983–2000),1.0,0.0,0.0,0.0,121.496,16.0
gloria,3.0 (2009–2020),1.0,0.0,0.0,0.0,172.356,12.0
glory-days,3.0 (2009–2020),1.0,0.0,0.0,0.0,405.864,14.0
goin-down-slow,1.0 (1983–2000),3.0,0.0,0.0,0.0,274.79499999999996,17.0
gold-soundz,1.0 (1983–2000),1.0,0.0,0.0,0.0,225.097,3.0
golden-age,3.0 (2009–2020),55.0,0.6363636363636364,0.2,0.03636363636363636,673.646,14.0
golden-age,4.0 (2021–present),30.0,0.8666666666666667,0.36666666666666664,0.13333333333333333,780.648,13.0
golden-lady,1.0 (1983–2000),1.0,0.0,0.0,0.0,286.302,2.0
golden-lady,2.0 (2003–2004),1.0,0.0,0.0,0.0,269.087,7.0
golgi-apparatus,1.0 (1983–2000),396.0,0.015151515151515152,0.0,0.0,288.026,11.0
golgi-apparatus,2.0 (2003–2004),8.0,0.0,0.0,0.0,282.253,10.5
golgi-apparatus,3.0 (2009–2020),59.0,0.0,0.0,0.0,289.855,16.0
golgi-apparatus,4.0 (2021–present),19.0,0.0,0.0,0.0,292.18,16.0
gone,3.0 (2009–2020),3.0,0.0,0.0,0.0,329.391,9.0
good-times-bad-times,1.0 (1983–2000),183.0,0.02185792349726776,0.01092896174863388,0.0,351.843,18.0
good-times-bad-times,2.0 (2003–2004),5.0,0.2,0.0,0.0,447.269,14.0
good-times-bad-times,3.0 (2009–2020),38.0,0.02631578947368421,0.0,0.0,361.587,21.0
good-times-bad-times,4.0 (2021–present),4.0,0.0,0.0,0.0,349.8705,17.5
goodbye-jam,1.0 (1983–2000),1.0,0.0,0.0,0.0,63.843,5.0
got-my-mojo-working,1.0 (1983–2000),1.0,0.0,0.0,0.0,280.059,5.0
gotta-jibboo,1.0 (1983–2000),34.0,0.6470588235294118,0.029411764705882353,0.0,659.0435,10.0
gotta-jibboo,2.0 (2003–2004),6.0,0.8333333333333334,0.3333333333333333,0.0,834.492,8.5
gotta-jibboo,3.0 (2009–2020),48.0,0.4583333333333333,0.020833333333333332,0.0,585.7305,11.5
gotta-jibboo,4.0 (2021–present),17.0,0.5294117647058824,0.0,0.0,609.6455000000001,10.0
green-onions,1.0 (1983–2000),1.0,0.0,0.0,0.0,364.931,23.0
grind,1.0 (1983–2000),1.0,0.0,0.0,0.0,75.833,18.0
grind,3.0 (2009–2020),24.0,0.0,0.0,0.0,116.6235,20.5
grind,4.0 (2021–present),6.0,0.0,0.0,0.0,126.5495,19.0
guelah-papyrus,1.0 (1983–2000),187.0,0.0106951871657754,0.0,0.0,344.398,5.0
guelah-papyrus,3.0 (2009–2020),21.0,0.0,0.0,0.0,363.076,6.0
guelah-papyrus,4.0 (2021–present),4.0,0.0,0.0,0.0,324.4165,8.0
gumbo,1.0 (1983–2000),65.0,0.2923076923076923,0.046153846153846156,0.0,366.552,6.0
gumbo,2.0 (2003–2004),3.0,0.3333333333333333,0.3333333333333333,0.0,468.576,5.0
gumbo,3.0 (2009–2020),40.0,0.025,0.025,0.0,345.28650000000005,6.0
gumbo,4.0 (2021–present),16.0,0.1875,0.0625,0.0,360.385,6.0
guy-forget,1.0 (1983–2000),1.0,1.0,1.0,0.0,906.919,13.0
guy-forget,3.0 (2009–2020),1.0,0.0,0.0,0.0,326.139,20.0
guy-forget,4.0 (2021–present),2.0,0.5,0.5,0.5,871.4880000000003,12.5
guyute,1.0 (1983–2000),93.0,0.8817204301075269,0.0,0.0,641.019,7.0
guyute,2.0 (2003–2004),9.0,0.8888888888888888,0.1111111111111111,0.0,632.477,6.0
guyute,3.0 (2009–2020),26.0,0.8846153846153846,0.0,0.0,650.46,7.5
guyute,4.0 (2021–present),6.0,0.6666666666666666,0.0,0.0,627.588,7.0
guyute,Other/Hiatus,1.0,1.0,0.0,0.0,628.062,2.0
gypsy-queen,1.0 (1983–2000),3.0,0.0,0.0,0.0,460.147,7.0
ha-ha-ha,1.0 (1983–2000),23.0,0.0,0.0,0.0,115.92,6.0
