venue_slug,song_slug,count_song_venue,count_venue,count_song,share_venue,share_global,affinity,affinity_log
folsom-field,bathtub-gin,1,56,320,0.017857142857142856,0.00819336337566571,2.1794642857142854,1.1567127189886373
goddard-college,bathtub-gin,1,58,320,0.017241379310344827,0.00819336337566571,2.1043103448275864,1.1327915795484649
gorge-amphitheatre,bathtub-gin,5,423,320,0.01182033096926714,0.00819336337566571,1.4426713947990544,0.8930922743455637
grady-cole-center,bathtub-gin,2,45,320,0.044444444444444446,0.00819336337566571,5.424444444444445,1.8601101592519806
greenfield-armory-castle,bathtub-gin,1,25,320,0.04,0.00819336337566571,4.882000000000001,1.7718968401318034
gte-virginia-beach-amphitheater,bathtub-gin,2,55,320,0.03636363636363636,0.00819336337566571,4.438181818181818,1.6934447804034312
hampton-coliseum,bathtub-gin,5,430,320,0.011627906976744186,0.00819336337566571,1.419186046511628,0.8834311391754426
hilton-coliseum,bathtub-gin,2,39,320,0.05128205128205128,0.00819336337566571,6.258974358974359,1.9822385459882075
huden-dining-hall-castleton-state-college,bathtub-gin,1,22,320,0.045454545454545456,0.00819336337566571,5.547727272727273,1.8791180081722216
huntington-bank-pavilion-at-northerly-island,bathtub-gin,1,58,320,0.017241379310344827,0.00819336337566571,2.1043103448275864,1.1327915795484649
ian-mclean-s-party-connie-condon-s-farm,bathtub-gin,1,32,320,0.03125,0.00819336337566571,3.8140625,1.5715413222429504
key-arena,bathtub-gin,1,41,320,0.024390243902439025,0.00819336337566571,2.976829268292683,1.3804848355310204
klipsch-music-center,bathtub-gin,1,71,320,0.014084507042253521,0.00819336337566571,1.7190140845070423,1.0002693456689298
lake-tahoe-outdoor-arena-at-harveys,bathtub-gin,2,122,320,0.01639344262295082,0.00819336337566571,2.0008196721311475,1.098885475392934
lakewood-amphitheatre,bathtub-gin,1,138,320,0.007246376811594203,0.00819336337566571,0.8844202898550725,0.6336202350618768
lawrence-joel-veterans-memorial-coliseum,bathtub-gin,1,79,320,0.012658227848101266,0.00819336337566571,1.5449367088607595,0.9341057808762615
les-schwab-amphitheater,bathtub-gin,1,37,320,0.02702702702702703,0.00819336337566571,3.298648648648649,1.4583007055509287
loring-commerce-centre,bathtub-gin,2,176,320,0.011363636363636364,0.00819336337566571,1.3869318181818182,0.8700087831371845
love-auditorium-davidson-college,bathtub-gin,1,25,320,0.04,0.00819336337566571,4.882000000000001,1.7718968401318034
lucerna-theatre,bathtub-gin,1,32,320,0.03125,0.00819336337566571,3.8140625,1.5715413222429504
madison-square-garden,bathtub-gin,15,1798,320,0.008342602892102336,0.00819336337566571,1.01821468298109,0.702213300307274
mcalister-auditorium-tulane-university,bathtub-gin,1,24,320,0.041666666666666664,0.00819336337566571,5.085416666666666,1.8058951984858043
mcnichols-arena,bathtub-gin,1,45,320,0.022222222222222223,0.00819336337566571,2.7122222222222225,1.311630679032446
melkweg,bathtub-gin,1,25,320,0.04,0.00819336337566571,4.882000000000001,1.7718968401318034
memorial-union-building-granite-state-room-university-of-new-hampshire,bathtub-gin,2,38,320,0.05263157894736842,0.00819336337566571,6.423684210526315,2.004675458281565
merriweather-post-pavilion,bathtub-gin,4,430,320,0.009302325581395349,0.00819336337566571,1.1353488372093024,0.7586300231275136
mgm-grand-garden-arena,bathtub-gin,1,337,320,0.002967359050445104,0.00819336337566571,0.36216617210682495,0.3090762062373473
mohegan-sun-arena,bathtub-gin,1,85,320,0.011764705882352941,0.00819336337566571,1.4358823529411764,0.8903090535012598
moon-palace,bathtub-gin,5,380,320,0.013157894736842105,0.00819336337566571,1.6059210526315788,0.9577861837815944
msu-auditorium-michigan-state-university,bathtub-gin,1,20,320,0.05,0.00819336337566571,6.1025,1.9604468347462058
mullins-center-university-of-massachusetts,bathtub-gin,1,129,320,0.007751937984496124,0.00819336337566571,0.9461240310077519,0.6658397181190423
municipal-auditorium,bathtub-gin,1,88,320,0.011363636363636364,0.00819336337566571,1.3869318181818182,0.8700087831371845
murat-theatre,bathtub-gin,1,45,320,0.022222222222222223,0.00819336337566571,2.7122222222222225,1.311630679032446
