song_slug,era_label,x_umap,y_umap,n
punch-you-in-the-eye,2.0 (2003–2004),0.3528342326710378,0.728823402220339,2
punch-you-in-the-eye,3.0 (2009–2020),0.34961006840226444,0.6355426339957226,11
punch-you-in-the-eye,4.0 (2021–present),0.3640284810241429,0.706930124785454,5
purple-rain,1.0 (1983–2000),0.22289832792346026,0.31331960154843275,5
purple-rain,3.0 (2009–2020),0.150731508240928,0.33765553522208014,1
quadrophonic-toppling,1.0 (1983–2000),0.41800714025741725,0.36147247828319895,1
quadrophonic-toppling,4.0 (2021–present),0.421312227593947,0.37341324081556826,1
quinn-the-eskimo-the-mighty-quinn,1.0 (1983–2000),0.22756669240772368,0.6168532445831254,5
quinn-the-eskimo-the-mighty-quinn,3.0 (2009–2020),0.2096040190864234,0.14732463576522856,8
ramble-on,1.0 (1983–2000),0.3569068461130611,0.7244804604230068,1
ramble-on,3.0 (2009–2020),0.19134323188822616,0.23689542481229275,1
reba,1.0 (1983–2000),0.4548657138409007,0.4938185319181687,12
reba,2.0 (2003–2004),0.4023927864950836,0.49670210900913386,2
reba,3.0 (2009–2020),0.4066930835263639,0.5155458455313653,11
reba,4.0 (2021–present),0.41182898927452316,0.5297946639507775,5
ride-captain-ride,1.0 (1983–2000),0.1929038932489258,0.2218785784296474,7
ride-captain-ride,3.0 (2009–2020),0.25282364070416263,0.7361071329796585,4
rift,1.0 (1983–2000),0.391570574346796,0.6666943902589493,10
rift,2.0 (2003–2004),0.3363934097262402,0.8727135416669088,2
rift,3.0 (2009–2020),0.4124985690964487,0.6726061402534519,11
rift,4.0 (2021–present),0.4088904572414238,0.7134650047450114,5
rift,Other/Hiatus,0.6063063177034207,0.5169626543686113,1
rise-come-together,3.0 (2009–2020),0.2507736261231965,0.2538613748926718,4
rise-come-together,4.0 (2021–present),0.2752436452248234,0.5188174870533226,2
rock-and-roll,1.0 (1983–2000),0.29213949767745107,0.4394389013014855,3
rock-and-roll,2.0 (2003–2004),0.45501355593377635,0.5377933484206083,2
rock-and-roll,3.0 (2009–2020),0.3191252103092472,0.2883058000017573,11
rock-and-roll,4.0 (2021–present),0.18627861758406233,0.2977907320743847,5
rocky-top,1.0 (1983–2000),0.19920731685188056,0.18852144836724236,14
rocky-top,2.0 (2003–2004),0.07250620755332131,0.7169298649058327,1
rocky-top,3.0 (2009–2020),0.12951961766462144,0.09710536872710915,10
rocky-top,4.0 (2021–present),0.10043992582491244,0.085120129703641,1
roggae,1.0 (1983–2000),0.4843242170843128,0.5841046930865837,3
roggae,2.0 (2003–2004),0.3655621389819832,0.6176685878387773,2
roggae,3.0 (2009–2020),0.3583891063639024,0.589925020312684,11
roggae,4.0 (2021–present),0.35006342621594916,0.6106689696619133,5
roses-are-free,1.0 (1983–2000),0.3324740808339996,0.5471725736436783,4
roses-are-free,2.0 (2003–2004),0.3174641909145913,0.8938593978723994,1
roses-are-free,3.0 (2009–2020),0.31725027301219433,0.7190276373841531,11
roses-are-free,4.0 (2021–present),0.30698648231591846,0.5082311175023625,3
round-room,2.0 (2003–2004),0.3557098234012309,0.6320726134345491,1
round-room,3.0 (2009–2020),0.14806241562846237,0.7408534809387595,2
round-room,4.0 (2021–present),0.04758225124765666,0.49580845319137984,1
ruby-waves,3.0 (2009–2020),0.3302875651216175,0.3344291401833913,1
ruby-waves,4.0 (2021–present),0.42380207666214814,0.40293127708890564,5
run-like-an-antelope,1.0 (1983–2000),0.5405994419173721,0.45335464144771265,16
run-like-an-antelope,2.0 (2003–2004),0.46486193479976096,0.43800788974074756,2
run-like-an-antelope,3.0 (2009–2020),0.5141104672099237,0.4561495212519931,12
run-like-an-antelope,4.0 (2021–present),0.33156034908900217,0.5044809476391843,5
runaway-jim,1.0 (1983–2000),0.530584921385959,0.5499642979328785,11
runaway-jim,2.0 (2003–2004),0.42014247995930254,0.5876525845539733,2
runaway-jim,3.0 (2009–2020),0.390590525873535,0.6136394541709727,11
runaway-jim,4.0 (2021–present),0.358962590363238,0.623256534333701,5
runaway-jim,Other/Hiatus,0.5513600929195909,0.4262276487835239,1
sabotage,1.0 (1983–2000),0.0358450796939721,0.44160184126803775,1
sabotage,3.0 (2009–2020),0.1812903950249275,0.024944875534165363,2
sabotage,4.0 (2021–present),0.08277246254077499,0.08356061952512323,1
sample-in-a-jar,1.0 (1983–2000),0.5167566161566342,0.6511509970800038,8
sample-in-a-jar,2.0 (2003–2004),0.5225386557197564,0.6531550222852587,2
sample-in-a-jar,3.0 (2009–2020),0.5120098608143738,0.6598764321215117,11
sample-in-a-jar,4.0 (2021–present),0.3225652198303559,0.6658588005676812,5
sample-in-a-jar,Other/Hiatus,0.610739612132307,0.507222445193875,1
sand,1.0 (1983–2000),0.4832552247432529,0.4241196136171157,2
sand,2.0 (2003–2004),0.38558154073215223,0.6110718818664415,2
sand,3.0 (2009–2020),0.45802101635682435,0.45418463489400424,12
sand,4.0 (2021–present),0.49248275088442295,0.5122388889723127,5
sanity,1.0 (1983–2000),0.20892760383592668,0.29223866866738335,9
sanity,2.0 (2003–2004),0.29890575373622424,0.8746320715906525,1
sanity,3.0 (2009–2020),0.18706223654894788,0.4618942207188772,10
sanity,4.0 (2021–present),0.11687710423299151,0.4278179470263053,3
saw-it-again,1.0 (1983–2000),0.23227241467483423,0.5654451735589082,3
saw-it-again,2.0 (2003–2004),0.3141195929043259,0.7785463933241342,1
saw-it-again,3.0 (2009–2020),0.17337347196775107,0.6374947530118491,9
saw-it-again,4.0 (2021–present),0.13561792715113424,0.43136804677312496,5
say-it-to-me-s-a-n-t-o-s,3.0 (2009–2020),0.3191950613667195,0.23834856565742407,3
say-it-to-me-s-a-n-t-o-s,4.0 (2021–present),0.3198429174943934,0.2404917763906477,5
scent-of-a-mule,1.0 (1983–2000),0.37388286235496204,0.49618749854427896,7
scent-of-a-mule,2.0 (2003–2004),0.26561000953607644,0.6233235846707099,2
scent-of-a-mule,3.0 (2009–2020),0.2887537981128056,0.5570093601759074,11
scent-of-a-mule,4.0 (2021–present),0.2616403350341103,0.7261885529395942,3
scents-and-subtle-sounds,2.0 (2003–2004),0.43843685481832667,0.5223713699314816,2
scents-and-subtle-sounds,3.0 (2009–2020),0.28229696429467366,0.4120408423372634,8
scents-and-subtle-sounds,4.0 (2021–present),0.3973150703120837,0.39563604003150354,5
sea-and-sand,1.0 (1983–2000),0.10371901956692815,0.30051016717419127,2
sea-and-sand,3.0 (2009–2020),0.5338673623607133,0.7184870505796873,1
secret-smile,2.0 (2003–2004),0.21077728310951915,0.23461981029345524,2
secret-smile,3.0 (2009–2020),0.1482797755933157,0.6353410297062863,3
set-your-soul-free,3.0 (2009–2020),0.48256432104966923,0.5290047972662337,3
set-your-soul-free,4.0 (2021–present),0.39661722610834976,0.4552442777784932,5
seven-below,2.0 (2003–2004),0.49316197770790154,0.4211675827694511,2
seven-below,3.0 (2009–2020),0.2780815142310906,0.40538067157636143,11
seven-below,4.0 (2021–present),0.23441561755439344,0.5305207346048405,4
seven-below,Other/Hiatus,0.5984779553507242,0.48004882296614326,1
shade,3.0 (2009–2020),0.22125996257947575,0.3216229972532723,5
shade,4.0 (2021–present),0.2342970804072556,0.6092145503392173,5
shafty,1.0 (1983–2000),0.11618561618330951,0.6844919950800464,2
shafty,2.0 (2003–2004),0.20722122251765582,0.9668630702643366,1
shafty,3.0 (2009–2020),0.31212816114351394,0.43382195661088896,2
shafty,4.0 (2021–present),0.2630407623644983,0.7252048225661425,1
shaggy-dog,1.0 (1983–2000),0.44050309697455065,0.5680975031147201,5
shaggy-dog,3.0 (2009–2020),0.21948974804635915,0.9567629115425093,1
shaggy-dog,4.0 (2021–present),0.071233336445115,0.7282012020571494,1
she-caught-the-katy-and-left-me-a-mule-to-ride,1.0 (1983–2000),0.14961486524820133,0.3635884603499244,4
she-caught-the-katy-and-left-me-a-mule-to-ride,3.0 (2009–2020),0.23367474628847248,0.9077894104772585,1
shine-a-light,3.0 (2009–2020),0.2033356030270958,0.1727907524138005,9
shine-a-light,4.0 (2021–present),0.13603858152703566,0.2581003408700128,5
show-of-life,3.0 (2009–2020),0.2329558037540307,0.14561708369597542,7
show-of-life,4.0 (2021–present),0.12886744550330909,0.25674173762953245,3
sightless-escape,3.0 (2009–2020),0.200531206348215,0.4635853559739468,1
sightless-escape,4.0 (2021–present),0.3454876437287898,0.5909376849579304,2
sigma-oasis,3.0 (2009–2020),0.3360023230000243,0.5388194675894082,2
sigma-oasis,4.0 (2021–present),0.4700830283900081,0.5237945827790745,5
silent-in-the-morning,1.0 (1983–2000),0.1954409931462001,0.5527272739106569,9
silent-in-the-morning,2.0 (2003–2004),0.1866369150131559,0.4437394557562848,2
silent-in-the-morning,3.0 (2009–2020),0.24785994444188264,0.21234844055258312,12
silent-in-the-morning,4.0 (2021–present),0.10242174390272082,0.19801735791314154,4
simple,1.0 (1983–2000),0.5059344437343094,0.47246190706360713,7
simple,2.0 (2003–2004),0.3340666498317434,0.4491374495413961,2
simple,3.0 (2009–2020),0.31876255583906965,0.38914568886439993,12
simple,4.0 (2021–present),0.4483116834866564,0.4744656765733491,5
skin-it-back,1.0 (1983–2000),0.3402853289856146,0.48095854111111974,3
skin-it-back,2.0 (2003–2004),0.3580009247589034,0.802012872270003,1
skin-it-back,3.0 (2009–2020),0.36500035235647543,0.7467285270046308,3
slave-to-the-traffic-light,1.0 (1983–2000),0.35216125179410135,0.4064541626973812,16
slave-to-the-traffic-light,2.0 (2003–2004),0.31557555905296664,0.32788030883740876,2
slave-to-the-traffic-light,3.0 (2009–2020),0.3612249147460334,0.3024668029934413,11
slave-to-the-traffic-light,4.0 (2021–present),0.3447411826354546,0.2984940051489638,5
sleep,1.0 (1983–2000),0.20852055368006864,0.6672121969177162,3
sleep,2.0 (2003–2004),0.15654829136224704,0.9011847023976196,1
sleep,3.0 (2009–2020),0.08942790943366237,0.08394160583941605,3
sleeping-monkey,1.0 (1983–2000),0.19087756158903113,0.24131842836148595,9
sleeping-monkey,2.0 (2003–2004),0.20368197241548064,0.16901632634446212,1
sleeping-monkey,3.0 (2009–2020),0.2002997500739723,0.13305578592688158,11
sleeping-monkey,4.0 (2021–present),0.13185657047228952,0.23910390436762338,4
sneakin-sally-through-the-alley,1.0 (1983–2000),0.3619758430879623,0.5852033237255357,9
sneakin-sally-through-the-alley,2.0 (2003–2004),0.33498859139547743,0.4018253293451187,2
sneakin-sally-through-the-alley,3.0 (2009–2020),0.23508094797977946,0.37228271216137604,11
sneakin-sally-through-the-alley,4.0 (2021–present),0.21294377052922425,0.4347941574412113,4
soul-planet,3.0 (2009–2020),0.354056831214031,0.400990135546051,4
soul-planet,4.0 (2021–present),0.36176506481811116,0.41382134898537,5
soul-shakedown-party,1.0 (1983–2000),0.2684687551765493,0.9689723722857864,1
soul-shakedown-party,2.0 (2003–2004),0.23538142619220587,0.7539102120092371,2
soul-shakedown-party,3.0 (2009–2020),0.2870563597815449,0.8985519219260251,7
soul-shakedown-party,4.0 (2021–present),0.2505513260426435,0.8539897030952035,2
space-oddity,3.0 (2009–2020),0.18223096742448494,0.3702652455079064,2
space-oddity,4.0 (2021–present),0.323362809519329,0.9695635403117225,1
spanish-moon,3.0 (2009–2020),0.2105358780445542,0.460020071400415,2
spanish-moon,4.0 (2021–present),0.17498214856193756,0.648250747479342,2
sparkle,1.0 (1983–2000),0.596250974260016,0.5728047529053868,10
sparkle,2.0 (2003–2004),0.1114424079850846,0.6779160992357075,1
sparkle,3.0 (2009–2020),0.1829857965996667,0.6864469035017686,10
sparkle,4.0 (2021–present),0.16120544543609788,0.6801756223710143,4
sparks,1.0 (1983–2000),0.08708857306822484,0.4197020944461122,6
sparks,3.0 (2009–2020),0.039361570663896804,0.6294002350260175,2
split-open-and-melt,1.0 (1983–2000),0.47042263154988606,0.5053972150760492,12
split-open-and-melt,2.0 (2003–2004),0.3571678604258693,0.4786179799319934,2
split-open-and-melt,3.0 (2009–2020),0.33784861531491533,0.4419715421121909,11
split-open-and-melt,4.0 (2021–present),0.4402752698592344,0.4620907343431013,5
spock-s-brain,1.0 (1983–2000),0.2704740102909414,0.7796736967281063,2
spock-s-brain,2.0 (2003–2004),0.24406134275066585,0.8352387840441723,1
spock-s-brain,3.0 (2009–2020),0.30791783188468724,0.7939806393866209,1
spooky,1.0 (1983–2000),0.283215879957449,0.3750302941070227,1
spooky,3.0 (2009–2020),0.22613443561073446,0.9137175947197296,1
stairway-to-heaven,3.0 (2009–2020),0.1934886901772877,0.17286289341602185,1
stairway-to-heaven,4.0 (2021–present),0.28198031633389503,0.6704873774980231,1
stash,1.0 (1983–2000),0.5253758686068957,0.524376522521498,11
stash,2.0 (2003–2004),0.4498310606016026,0.47812777095484005,2
stash,3.0 (2009–2020),0.4501785474428772,0.5185688406007655,11
stash,4.0 (2021–present),0.4457358623089722,0.5163602822301986,5
stealing-time-from-the-faulty-plan,3.0 (2009–2020),0.43230866115590844,0.681545534326681,11
stealing-time-from-the-faulty-plan,4.0 (2021–present),0.27914311690232385,0.7825929375318661,4
steam,3.0 (2009–2020),0.3140755842264123,0.4294892658791214,10
steam,4.0 (2021–present),0.4094952452994652,0.6080374211777902,5
steep,1.0 (1983–2000),0.1750691503427474,0.34772404726573397,5
steep,3.0 (2009–2020),0.19265321473460667,0.36412442139011053,7
steep,4.0 (2021–present),0.267791213502784,0.6754319475922758,1
strange-design,1.0 (1983–2000),0.15510585446691336,0.6637599007045991,6
strange-design,2.0 (2003–2004),0.13543428043240957,0.80214532254571,2
strange-design,3.0 (2009–2020),0.10739467581061621,0.670425510806413,8
strange-design,4.0 (2021–present),0.03744041284983887,0.5673195843841451,3
strange-design,Other/Hiatus,0.6172133550342002,0.4962329658554905,1
strawberry-fields-forever,3.0 (2009–2020),0.30420476531736246,0.9779131610618133,1
strawberry-fields-forever,4.0 (2021–present),0.26468012213903613,0.999745048328544,1
strawberry-letter-23,3.0 (2009–2020),0.25081294954027683,0.933106195135007,3
strawberry-letter-23,4.0 (2021–present),0.27987518246006576,0.8645188491526181,5
sugar-shack,3.0 (2009–2020),0.24854444712952084,0.7149268857276763,10
sugar-shack,4.0 (2021–present),0.23751086210342237,0.7858514049236449,4
suzy-greenberg,1.0 (1983–2000),0.5836319068353486,0.5473413036259158,14
suzy-greenberg,2.0 (2003–2004),0.35105161658936523,0.4573611751189298,2
suzy-greenberg,3.0 (2009–2020),0.3135666459462879,0.23498852322312655,11
suzy-greenberg,4.0 (2021–present),0.21548901553036026,0.27891450478822394,5
suzy-greenberg,Other/Hiatus,1.0,0.5068328814573752,1
sweet-adeline,1.0 (1983–2000),0.2802003099916835,0.1846224114141733,10
sweet-adeline,3.0 (2009–2020),0.18803179864950592,0.5117773934390112,2
sweet-jane,1.0 (1983–2000),0.18503533334778163,0.5398139299103266,1
sweet-jane,3.0 (2009–2020),0.30017282485385816,0.23612333477716066,3
sweet-virginia,1.0 (1983–2000),0.3146216906299484,0.9767964225315353,1
sweet-virginia,3.0 (2009–2020),0.11678276660462719,0.4480880925900417,3
swept-away,1.0 (1983–2000),0.17041172972050084,0.18555690877885914,5
swept-away,3.0 (2009–2020),0.10459931102160598,0.3871369303865247,7
swept-away,4.0 (2021–present),0.18343041470153007,0.7879969459727934,1
talk,1.0 (1983–2000),0.16570591006070723,0.7045949738909312,3
talk,2.0 (2003–2004),0.24427953824222118,0.9784194381774507,1
talk,3.0 (2009–2020),0.08752268301217976,0.16298786297082202,1
talk,4.0 (2021–present),0.1320648882954109,0.14700294175363143,1
taste,1.0 (1983–2000),0.44750057159253087,0.5444465166112125,6
taste,2.0 (2003–2004),0.44859167719857473,0.4893176923303294,2
taste,3.0 (2009–2020),0.2645657036772053,0.38263638717302995,11
taste,4.0 (2021–present),0.2776387203198105,0.5812592204383096,5
taste,Other/Hiatus,0.5539891212578066,0.42704794323410844,1
tela,1.0 (1983–2000),0.2548445452849424,0.5824755872384508,11
tela,3.0 (2009–2020),0.24541474863737897,0.6825217565500705,10
tela,4.0 (2021–present),0.15421005707190724,0.4332483850852528,3
terrapin,1.0 (1983–2000),0.19872858311832958,0.1900798834623534,12
terrapin,2.0 (2003–2004),0.17054064687727996,0.3710876203901644,1
terrapin,3.0 (2009–2020),0.16878020749398354,0.07335260378692493,1
the-ballad-of-curtis-loew,1.0 (1983–2000),0.24164879528019068,0.23705775078418329,6
the-ballad-of-curtis-loew,3.0 (2009–2020),0.16828364321053768,0.6725541294616135,8
the-connection,3.0 (2009–2020),0.15180118745669996,0.6846648336242761,4
the-connection,4.0 (2021–present),0.2470117541281324,0.833609445745573,1
the-curtain,1.0 (1983–2000),0.25711165472403413,0.6349836836044178,13
the-curtain,3.0 (2009–2020),0.25656569953545333,0.7699602309795197,3
the-curtain,4.0 (2021–present),0.35465099834368874,0.8244107996672612,2
the-curtain-with,1.0 (1983–2000),0.47849316337196107,0.4607756923200086,3
the-curtain-with,2.0 (2003–2004),0.4089831033126614,0.4042112597704161,1
the-curtain-with,3.0 (2009–2020),0.38932270893298604,0.5011598522805181,10
the-curtain-with,4.0 (2021–present),0.38348048069173657,0.5087779572243722,3
the-dogs,3.0 (2009–2020),0.2305290625814831,0.7902636634500326,6
the-dogs,4.0 (2021–present),0.30709183236562254,0.8527568090669071,4
the-final-hurrah,3.0 (2009–2020),0.38101567820235493,0.4801627091664842,2
the-final-hurrah,4.0 (2021–present),0.32369875276469634,0.5095205551065904,5
the-horse,1.0 (1983–2000),0.17728430078542995,0.5886306198910003,9
the-horse,2.0 (2003–2004),0.14260852020716716,0.48103862610802745,2
the-horse,3.0 (2009–2020),0.14911801903856772,0.17238097710925437,11
the-horse,4.0 (2021–present),0.06010686827348464,0.07839749950243978,3
the-landlady,1.0 (1983–2000),0.5890960259253991,0.6092795899796927,5
the-landlady,3.0 (2009–2020),0.3312842011065818,0.9100370437712131,4
the-landlady,4.0 (2021–present),0.28091575215620734,0.9167115567258868,3
the-line,3.0 (2009–2020),0.2947660706948677,0.5533208245538729,6
the-line,4.0 (2021–present),0.2623986395902979,0.88983112427132,1
the-little-drummer-boy,1.0 (1983–2000),0.1648800995603366,0.11597150766303181,2
the-little-drummer-boy,2.0 (2003–2004),0.02751248979145274,0.5387488651187108,1
the-lizards,1.0 (1983–2000),0.49468632697561415,0.4923401411411337,13
the-lizards,2.0 (2003–2004),0.2922341739376114,0.40128373210753215,1
the-lizards,3.0 (2009–2020),0.297389217988732,0.4002880654026351,12
the-lizards,4.0 (2021–present),0.31006204713555713,0.44962211457492784,5
the-maker,1.0 (1983–2000),0.1824391417215471,0.14532302223356167,1
the-maker,4.0 (2021–present),0.09535344430043768,0.195736867745773,1
the-man-who-stepped-into-yesterday,1.0 (1983–2000),0.14583510647819015,0.6022271474343581,14
the-man-who-stepped-into-yesterday,2.0 (2003–2004),0.05288804059064582,0.5186305561995724,1
the-man-who-stepped-into-yesterday,3.0 (2009–2020),0.17227838351356345,0.8662456306866972,4
the-man-who-stepped-into-yesterday,4.0 (2021–present),0.15904365593186745,0.8676099289636023,3
the-mango-song,1.0 (1983–2000),0.22569561493647813,0.4231919967862328,11
the-mango-song,2.0 (2003–2004),0.21060782752990156,0.3943062083474915,1
the-mango-song,3.0 (2009–2020),0.19995917298726384,0.40189514366345375,10
the-mango-song,4.0 (2021–present),0.16681662747755965,0.3501440948818173,5
the-moma-dance,1.0 (1983–2000),0.5093599596864005,0.5565149147890054,3
the-moma-dance,2.0 (2003–2004),0.42112240412874447,0.536508182093699,2
the-moma-dance,3.0 (2009–2020),0.5117819926916121,0.6142687556959081,12
the-moma-dance,4.0 (2021–present),0.49869751126428397,0.6187167302364454,5
the-oh-kee-pa-ceremony,1.0 (1983–2000),0.1985305350973397,0.6789109523639725,12
the-oh-kee-pa-ceremony,2.0 (2003–2004),0.009689239221874701,0.5467350379421922,2
the-oh-kee-pa-ceremony,3.0 (2009–2020),0.08247000187465536,0.6581615636738313,8
the-oh-kee-pa-ceremony,4.0 (2021–present),0.08615171184248482,0.3506210076922973,2
the-old-home-place,1.0 (1983–2000),0.16556518275962517,0.7845579343038265,7
the-old-home-place,2.0 (2003–2004),0.16185662829278769,0.8516553192872195,2
the-old-home-place,3.0 (2009–2020),0.16335374349076004,0.8807875458990879,5
the-old-home-place,4.0 (2021–present),0.18103315019339827,0.7320337639881136,4
the-sloth,1.0 (1983–2000),0.22029843281230435,0.7195809740966963,14
the-sloth,2.0 (2003–2004),0.23855508851036783,0.9123451141864101,1
the-sloth,3.0 (2009–2020),0.18038294638946972,0.7567079277092067,10
the-sloth,4.0 (2021–present),0.1103348481415354,0.43249405426574733,2
the-squirming-coil,1.0 (1983–2000),0.36861333384565304,0.47435012544654315,11
the-squirming-coil,2.0 (2003–2004),0.26193610956439,0.32972107318405397,2
the-squirming-coil,3.0 (2009–2020),0.29845238502993676,0.36952385055685133,12
the-squirming-coil,4.0 (2021–present),0.29858537345716407,0.6034558457317376,5
the-squirming-coil,Other/Hiatus,0.5830535788315138,0.5781303209364556,1
the-star-spangled-banner,1.0 (1983–2000),0.20514650207207547,0.5925972708734591,4
the-star-spangled-banner,2.0 (2003–2004),0.1400546815832343,0.878006113354284,2
the-star-spangled-banner,3.0 (2009–2020),0.13718937859593008,0.5561015713698012,6
the-wedge,1.0 (1983–2000),0.20571112333725317,0.5828625707747747,7
the-wedge,2.0 (2003–2004),0.21268114090750828,0.5312315405273437,2
the-wedge,3.0 (2009–2020),0.30834033287711865,0.5637876622637914,11
the-wedge,4.0 (2021–present),0.2494292891291661,0.574892657861412,5
theme-from-new-york-new-york,1.0 (1983–2000),0.15927004778659135,0.04604767029077089,1
theme-from-new-york-new-york,4.0 (2021–present),0.2224966343651702,0.07060022755041048,1
theme-from-the-bottom,1.0 (1983–2000),0.4504307688623331,0.5327276193320498,6
theme-from-the-bottom,2.0 (2003–2004),0.3599317103522742,0.6646052184478827,2
theme-from-the-bottom,3.0 (2009–2020),0.32481021600446375,0.524683357137036,11
theme-from-the-bottom,4.0 (2021–present),0.44581242320971387,0.5971429327224659,5
thread,3.0 (2009–2020),0.23262474552060808,0.5706137096774568,3
thread,4.0 (2021–present),0.3452323031805108,0.5938031774026161,3
thunderhead,2.0 (2003–2004),0.22682867628519537,0.58026077595034,1
thunderhead,4.0 (2021–present),0.06728415541403567,0.5070405062138891,1
timber-jerry-the-mule,1.0 (1983–2000),0.2569056640734447,0.4872306939311228,11
timber-jerry-the-mule,2.0 (2003–2004),0.2613081096903444,0.640338191718543,2
timber-jerry-the-mule,3.0 (2009–2020),0.276221985481683,0.7177707777127794,11
timber-jerry-the-mule,4.0 (2021–present),0.34612211861440517,0.6449545998669732,5
time-loves-a-hero,1.0 (1983–2000),0.2919977304531809,0.8781079963936704,2
time-loves-a-hero,3.0 (2009–2020),0.10437944447664668,0.6021653156103179,2
time-loves-a-hero,Other/Hiatus,0.6042400140360284,0.47669141303337675,1
time-turns-elastic,3.0 (2009–2020),0.4407702912375434,0.4200966079247292,2
time-turns-elastic,4.0 (2021–present),0.40278527900779043,0.46669615920699803,1
torn-and-frayed,3.0 (2009–2020),0.3240598720186331,0.7145344628504405,5
torn-and-frayed,4.0 (2021–present),0.2473466158021248,0.658630021098599,2
train-song,1.0 (1983–2000),0.1675424285072607,0.7121744862461151,5
train-song,3.0 (2009–2020),0.1121059699643836,0.770321877415015,9
train-song,4.0 (2021–present),0.0679348513073102,0.680744649490034,2
tube,1.0 (1983–2000),0.19568925222123493,0.6482367539612698,11
tube,2.0 (2003–2004),0.31502491171558317,0.5366753604690739,2
tube,3.0 (2009–2020),0.4896677332771586,0.6487060714527628,12
tube,4.0 (2021–present),0.4839403053795761,0.6210803330680453,5
turtle-in-the-clouds,3.0 (2009–2020),0.5054610537834997,0.6399590301404108,3
turtle-in-the-clouds,4.0 (2021–present),0.3436636966272463,0.8120703065961213,5
tweezer,1.0 (1983–2000),0.5008925373030891,0.4371081902108693,11
tweezer,2.0 (2003–2004),0.45916850720042557,0.4570401668362083,2
tweezer,3.0 (2009–2020),0.5173162960246296,0.4363306608348254,12
tweezer,4.0 (2021–present),0.46000874975864553,0.4046970638112327,5
tweezer-reprise,1.0 (1983–2000),0.2964077949651202,0.17658960321588713,10
tweezer-reprise,2.0 (2003–2004),0.30498536510907337,0.18050383661819158,2
tweezer-reprise,3.0 (2009–2020),0.31730084672583536,0.16577972091904034,12
tweezer-reprise,4.0 (2021–present),0.28821007979227464,0.17784686386431514,5
twenty-years-later,3.0 (2009–2020),0.26858167302217145,0.37272540826321426,11
twenty-years-later,4.0 (2021–present),0.214698176692102,0.39844025272200656,5
twist,1.0 (1983–2000),0.47286680857566565,0.4830756883358076,4
twist,2.0 (2003–2004),0.45372163686713696,0.42546496427538516,2
twist,3.0 (2009–2020),0.5151305684240907,0.4445016201565052,12
twist,4.0 (2021–present),0.49780170361741644,0.448643602714445,5
two-versions-of-me,2.0 (2003–2004),0.2538635164774375,0.6238594875982795,1
two-versions-of-me,3.0 (2009–2020),0.12142511699065385,0.663028227994298,1
two-versions-of-me,4.0 (2021–present),0.2210365232608276,0.513125710746357,1
uncle-pen,1.0 (1983–2000),0.23838945238985343,0.6123451583519988,10
uncle-pen,3.0 (2009–2020),0.2552475715852111,0.9294356628015887,5
undermind,3.0 (2009–2020),0.3681767506401416,0.6265285303426195,12
undermind,4.0 (2021–present),0.32208839550598584,0.6763664682020082,5
vultures,1.0 (1983–2000),0.3589600965979588,0.6703875284002168,4
vultures,2.0 (2003–2004),0.3104447333423963,0.690073979220509,2
vultures,3.0 (2009–2020),0.27663914012840785,0.70941148702329,11
vultures,4.0 (2021–present),0.31336006068773875,0.7981882717675101,5
wading-in-the-velvet-sea,1.0 (1983–2000),0.275110544988233,0.3349947212242478,4
wading-in-the-velvet-sea,2.0 (2003–2004),0.24017942161909656,0.33488803971714914,2
wading-in-the-velvet-sea,3.0 (2009–2020),0.2501070217438494,0.26959713172861,11
wading-in-the-velvet-sea,4.0 (2021–present),0.15470417628641536,0.3692966476598119,5
wading-in-the-velvet-sea,Other/Hiatus,0.6024171510688252,0.4705518150917907,1
waiting-all-night,3.0 (2009–2020),0.192446588468612,0.5701623373619633,7
waiting-all-night,4.0 (2021–present),0.14827066681448484,0.6918866512018922,2
walfredo,1.0 (1983–2000),0.3031944738530479,0.8178372631951554,2
walfredo,3.0 (2009–2020),0.34852194608788045,0.8946898736534086,2
walk-away,1.0 (1983–2000),0.16174168954899212,0.40642988905743616,9
walk-away,3.0 (2009–2020),0.2144439049003713,0.5519248084108389,9
walk-away,4.0 (2021–present),0.22263275345456462,0.6162104725536669,4
walls-of-the-cave,2.0 (2003–2004),0.44477208994712525,0.42652955544917587,2
walls-of-the-cave,3.0 (2009–2020),0.37050524309921073,0.4732961020520774,10
walls-of-the-cave,4.0 (2021–present),0.3346726963057684,0.5179004060398256,5
walls-of-the-cave,Other/Hiatus,0.5050644707781046,0.4030303532889114,1
waste,1.0 (1983–2000),0.29793713288468865,0.2865642229954971,5
waste,2.0 (2003–2004),0.19540765921894226,0.293659857743104,2
waste,3.0 (2009–2020),0.19933114395948742,0.25839957435530214,12
waste,4.0 (2021–present),0.16261491234525252,0.2563346645616572,5
waste,Other/Hiatus,0.999999917985109,0.5068329976826084,1
water-in-the-sky,1.0 (1983–2000),0.4459355685685394,0.7109632449787562,4
water-in-the-sky,2.0 (2003–2004),0.33359757847753746,0.7007333091615842,2
water-in-the-sky,3.0 (2009–2020),0.14057514295554316,0.7681308922997018,11
water-in-the-sky,4.0 (2021–present),0.2621853906218556,0.8337888510154762,3
waves,2.0 (2003–2004),0.403271539529814,0.44634566713957935,2
waves,3.0 (2009–2020),0.29051189774902136,0.3921507358521697,11
waves,4.0 (2021–present),0.30757092683654563,0.3965547569151573,4
waves,Other/Hiatus,0.5691618965951744,0.5141688554589993,1
